,"Defoamer Flow ","DSCHPump Speed","SCRNPump Speed","2POWPump Speed","Tank level","Production1st Stage","Production2nd Stage","Production1st POW","Production2nd POW(tpd)","Speed1st Stage","Speed2nd Stage","Speed1st POW","Speed2nd POW","Pre O2Kappa","Post O2Kappa","CODPre","CODPost","1st StageSolids","ImpregSolids","ConsistancyDischarge","North DSCH(Softwood)","Screen Feed tank","Stock1POW","2POW FD","1st StageFiltrate Tk"
"8/26/10 2:00 AM",2.87,80,80,80,67.14,1409,1380,1238,1437,7,8,9,9,19,14.5,135.5,42.5,12.7,16.8,3,4.2,4.3,4,3.8,-3.6
"8/26/10 1:00 AM",2.74,80,80,80,67.33,1396,1361,1224,1423,7,8,9,9,21.1,16,135.5,42.5,12.5,16,3,4.2,4.2,4,3.8,-3.5
"8/26/10 12:00 AM",2.71,80,80,80,67.51,1431,1345,1229,1466,8,8,9,9,22.4,14.7,135.5,42.5,12.5,16,3,4.2,4.2,4,3.8,-3.3
"8/25/10 11:00 PM",2.74,80,80,80,67.7,1457,1392,1208,1419,8,8,9,9,21.7,14.4,135.5,42.5,12.5,16,3,4.3,4.3,4,3.8,-3
"8/25/10 10:00 PM",2.92,80,80,80,67.88,1416,1303,1199,1416,8,7,8,9,20,13.7,135.5,42.5,12.5,16,3,4.1,4.1,4,3.8,-2.8
"8/25/10 9:00 PM",3.02,80,80,80,68.07,1463,1379,1203,1464,8,8,9,9,20.2,12.4,135.5,42.5,12.1,17.7,3,4.2,4.2,4,3.8,-3.3
"8/25/10 8:00 PM",2.93,80,80,80,68.26,1431,1345,1199,1451,8,8,9,9,19.8,13.6,135.5,42.5,12.1,17.7,3,4.3,4.2,4,3.8,-3.3
"8/25/10 7:00 PM",2.31,80,80,80,68.44,1417,1313,1202,1423,6,8,8,9,21.3,11.6,135.5,42.5,12.1,17.7,3,3.8,4.1,4.1,3.8,-2.7
"8/25/10 6:00 PM",2.15,80,80,80,68.63,1463,1310,1065,1228,7,7,7,8,18.9,9.5,135.5,42.5,12.1,17.7,3,3.7,4.2,3.9,3.7,-3.3
"8/25/10 5:00 PM",2.11,80,80,80,68.77,1407,1108,896,1060,6,6,5,7,19,13.6,265,34,11.2,16.9,3,3.4,4.2,3.9,3.8,-2.9
"8/25/10 4:00 PM",2.18,80,80,80,68.9,1489,1374,1191,1323,7,8,8,8,21.2,14,265,34,11.2,16.9,3,3.9,4.2,4.2,3.9,-2.5
"8/25/10 3:00 PM",2.01,80,80,80,69.04,1425,1211,1113,1226,7,7,8,8,21,15.3,265,34,11.2,16.9,3,3.9,4.2,4,3.8,-2.7
"8/25/10 2:00 PM",2.14,80,80,80,69.18,1448,1103,1266,1578,12,6,8,9,21.4,12.6,265,34,11.2,16.9,3,3,3.5,3.7,3.5,-2.7
"8/25/10 1:00 PM",2.12,80,80,80,69.31,1397,1400,1498,1375,8,8,9,8,20.3,10.4,265,34,13.3,15.8,3,4.4,4.3,4.1,4,-2.1
"8/25/10 12:00 PM",2.49,80,80,80,69.45,1469,1404,1426,1415,8,8,9,8,14.6,10.2,265,34,13.3,15.8,3,4.3,4.2,4.7,5.2,-1.8
"8/25/10 11:00 AM",2.32,80,80,80,69.58,1000,578,1351,1660,8,10,8,9,13,9.9,263.9,61.5,13.3,15.8,3,4.4,2,4.5,5.1,-3.7
"8/25/10 10:00 AM",1.8,65,65,65,69.72,1587,1606,1606,1601,9,9,10,9,13.4,10.2,263.9,61.5,13.3,15.8,5.2,3,5.2,4.7,5.2,2.5
"8/25/10 9:00 AM",1.95,65,65,65,69.83,1656,1631,1731,1691,7,9,10,9,13.7,11.1,263.9,61.5,13.2,15.7,4.1,3,5.2,4.7,5.2,-0.1
"8/25/10 8:00 AM",2.04,65,65,65,69.95,1633,1601,1715,1702,9,9,10,10,14.5,9.8,263.9,61.5,13.2,15.7,5.1,3,5.2,4.8,5.2,0.5
"8/25/10 7:00 AM",1.99,65,65,65,70.06,1632,1523,1583,1650,9,8,10,9,13.4,10,263.9,61.5,13.2,15.7,5.2,3,5.2,4.7,5.2,0.7
"8/25/10 6:00 AM",2.11,65,65,65,70.17,1623,1596,1632,1672,9,9,10,9,13.7,10.1,263.9,61.5,13.2,15.7,5.2,3,5.2,4.6,5.1,0.4
"8/25/10 5:00 AM",1.69,65,65,65,70.29,1621,1613,1726,1724,9,9,10,9,13.4,9.7,263.9,61.5,13.3,16.5,5.1,3,5.2,4.7,5.2,1.8
"8/25/10 4:00 AM",1.95,65,65,65,70.4,1580,1592,1674,1634,8,9,10,9,13.3,9.2,263.9,61.5,13.3,16.5,5.1,3,5.2,4.7,5,0.9
"8/25/10 3:00 AM",1.94,65,65,65,70.51,1566,1550,1697,1640,8,8,10,9,12.6,9.4,263.9,61.5,13.3,16.5,5.2,3,5.2,4.7,5,0.3
"8/25/10 2:00 AM",2.15,65,65,65,70.63,1568,1570,1636,1647,9,8,10,9,12.8,9.7,263.9,61.5,13.3,16.5,5.3,3,5.2,4.6,5.1,-0.1
"8/25/10 1:00 AM",2.12,65,65,65,70.77,1537,1564,1670,1633,8,9,10,9,12.9,9.8,263.9,61.5,13.4,16.8,5.2,3,5.2,4.7,5,0
"8/25/10 12:00 AM",2.07,65,65,65,70.92,1625,1583,1691,1673,9,9,10,9,13,9,263.9,61.5,13.4,16.8,5.2,3,5.2,4.8,5,1.1
"8/24/10 11:00 PM",1.96,65,65,65,71.07,1556,1554,1568,1425,8,9,9,8,12.6,9.4,263.9,61.5,13.4,16.8,5.1,3,5.2,4.9,5,0.6
"8/24/10 10:00 PM",1.91,65,65,65,71.22,1589,1533,1663,1628,8,9,9,9,12.7,9.8,263.9,61.5,13.4,16.8,5.2,3,5.2,4.7,4.9,0.8
"8/24/10 9:00 PM",1.81,65,65,65,71.36,1579,1575,1690,1662,8,9,10,9,12.7,10,263.9,61.5,13.3,16.5,5.2,3,5.2,4.7,5,1.1
"8/24/10 8:00 PM",1.74,65,65,65,71.51,1586,1571,1668,1599,9,9,10,9,13,10.3,263.9,61.5,13.3,16.5,5.1,3,5.2,4.8,4.9,0
"8/24/10 7:00 PM",2.43,65,65,65,71.66,1604,1562,1574,1582,9,9,9,9,13.6,9.9,263.9,61.5,13.3,16.5,5.2,3,5.2,4.7,4.9,0.6
"8/24/10 6:00 PM",3,65,65,65,71.81,1588,1552,1636,1627,9,9,10,9,12.9,9.8,263.9,61.5,13.3,16.5,5.1,3,4.9,4.5,4.8,0.7
"8/24/10 5:00 PM",3.03,65,65,65,72.01,1568,1579,1629,1565,9,9,10,9,13.3,9.6,286.6,53.7,13.8,16.2,5.1,3,4.8,4.5,4.9,0
"8/24/10 4:00 PM",3.33,65,65,65,72.21,1571,1567,1596,1505,8,9,9,8,13.1,10.4,286.6,53.7,13.8,16.2,4.8,3,4.9,4.5,4.8,0.2
"8/24/10 3:00 PM",3.42,65,65,65,72.41,1620,1571,1649,1646,9,9,10,9,13.3,9.7,286.6,53.7,13.8,16.2,5.2,3,4.8,4.5,4.9,-0.2
"8/24/10 2:00 PM",4.05,65,65,65,72.61,1599,1605,1639,1639,9,9,10,9,12.7,9.7,286.6,53.7,13.8,16.2,5.2,3,4.7,4.6,4.8,0.6
"8/24/10 1:00 PM",4.44,65,65,65,72.82,1573,1606,1681,1616,9,9,10,9,12.9,10.4,286.6,53.7,13.8,16.7,5.2,3,4.8,4.6,4.9,0.4
"8/24/10 12:00 PM",2.55,65,65,65,73.02,1566,1608,1596,1593,8,9,9,9,13.7,9.9,286.6,53.7,13.8,16.7,5.1,3,4.8,4.5,4.8,0.9
"8/24/10 11:00 AM",2.55,65,65,65,73.22,1580,1654,1676,1664,7,10,10,9,13.6,10.1,254.1,56,13.8,16.7,4.5,3,4.8,4.5,4.8,0.7
"8/24/10 10:00 AM",2.55,65,65,65,58.44,1547,1590,1696,1688,8,9,10,9,13.2,9.9,254.1,56,13.8,16.7,5.2,3,4.7,4.6,4.9,0.2
"8/24/10 9:00 AM",2.73,65,65,65,31.46,1605,1558,1623,1639,8,9,9,9,13.2,9.8,254.1,56,13.8,16.2,5.1,3,4.8,4.5,4.8,1.8
"8/24/10 8:00 AM",2.8,65,65,65,31.4,1581,1576,1601,1633,9,9,9,9,13.4,9.7,254.1,56,13.8,16.2,5.2,3,4.8,4.5,4.9,0
"8/24/10 7:00 AM",2.79,65,65,65,31.59,1622,1624,1655,1611,9,10,11,9,13.1,8.8,254.1,56,13.8,16.2,5.1,3,4.8,4.6,4.8,0.7
"8/24/10 6:00 AM",2.79,65,65,65,31.78,1574,1562,1626,1546,8,9,10,8,12.5,9,254.1,56,13.8,16.2,5,3,4.8,4.6,4.9,0.5
"8/24/10 5:00 AM",2.81,65,65,65,31.97,1572,1490,1562,1566,8,8,11,9,12.6,9.1,254.1,56,13.3,16.2,4.9,3,4.7,4.4,4.8,1
"8/24/10 4:00 AM",2.82,65,65,65,32.16,1560,1615,1574,1510,8,9,11,8,12.3,9.8,254.1,56,13.3,16.2,5.2,3,4.5,4.2,4.6,-0.2
"8/24/10 3:00 AM",2.74,65,65,65,32.35,1542,1578,1593,1592,8,9,11,9,13.5,10.2,254.1,56,13.3,16.2,5.2,3,4.5,4.2,4.7,0.7
"8/24/10 2:00 AM",2.75,65,65,65,32.54,1537,1597,1578,1515,8,9,11,8,13.6,8.9,254.1,56,13.3,16.2,5.1,3,4.5,4.3,4.7,0.1
"8/24/10 1:00 AM",2.5,65,65,65,32.73,1521,1329,1385,1284,7,8,8,8,12.5,9.6,254.1,56,13.2,16.4,4.9,3,4.4,4.2,4.5,-0.6
"8/24/10 12:00 AM",2.32,65,65,65,32.92,1520,1468,1557,1537,8,8,11,8,12.9,11.1,254.1,56,13.2,16.4,5.2,3,4.4,4.3,4.7,0.4
"8/23/10 11:00 PM",2.26,65,65,65,33.08,1533,1387,1376,1346,8,8,9,8,13.7,9.2,269.2,50.4,13.2,16.4,5,3,4.5,4.3,4.7,0.4
"8/23/10 10:00 PM",2.15,65,65,65,33.25,1327,1083,1104,1125,6,6,6,7,13.2,9.7,269.2,50.4,13.2,16.4,4.1,3,3.7,4.1,4.5,-1.2
"8/23/10 9:00 PM",2,65,65,65,33.41,1581,1432,1284,1281,8,8,9,8,13.4,9.1,269.2,50.4,13.1,16.6,4.9,3,4.6,4.1,4.6,-0.5
"8/23/10 8:00 PM",1.85,65,65,65,33.58,1491,1191,1188,1067,7,6,7,6,13.2,8.3,269.2,50.4,13.1,16.6,4.2,3,3.5,4.2,4.6,-0.9
"8/23/10 7:00 PM",1.78,65,65,65,33.74,1565,1327,1603,1630,7,10,11,9,12.5,8.9,269.2,50.4,13.1,16.6,3.3,3,4.6,4.1,4.5,-1
"8/23/10 6:00 PM",1.8,65,65,65,33.9,1383,1363,1236,993,7,7,7,6,12.7,12,269.2,50.4,13.1,16.6,4.8,3,4.3,3.5,3.7,-1.6
"8/23/10 5:00 PM",1.81,58.04,58.04,58.04,34.07,1248,1075,1057,802,11,8,10,8,12.5,9.4,269.2,50.4,12.9,16.7,4.3,3,3.9,3.7,3.6,-0.7
"8/23/10 4:00 PM",1.57,98,98,98,34.21,363,565,1056,794,11,8,10,8,14.1,9.7,269.2,50.4,12.9,16.7,3.4,3,2,2.9,3.7,-3.4
"8/23/10 3:00 PM",1.54,65,65,65,34.31,1552,1552,1592,1588,8,8,10,9,13.4,9.4,269.2,50.4,12.9,16.7,5.1,3,4.9,4.8,4.9,0.5
"8/23/10 2:00 PM",1.62,65,65,65,34.42,1558,1517,1504,1475,8,8,9,8,13.6,9.3,269.2,50.4,12.9,16.7,5,3,5,4.8,4.9,-0.1
"8/23/10 1:00 PM",1.66,65,65,65,34.52,1584,1543,1581,1552,9,8,10,9,13.7,9.6,269.2,50.4,12.7,16.1,5.2,3,5,4.7,4.7,0.5
"8/23/10 12:00 PM",1.67,65,65,65,34.62,1600,1541,1622,1628,9,8,10,9,13.5,9.9,269.2,50.4,12.7,16.1,5.1,3,4.9,4.7,4.8,0.9
"8/23/10 11:00 AM",2.09,65,65,65,34.72,1606,1576,1596,1560,9,8,9,9,13.9,10.6,269.2,50.4,12.7,16.1,5,3,5,4.7,4.8,0.5
"8/23/10 10:00 AM",2.42,65,65,65,34.82,1582,1549,1558,1539,8,8,9,9,14.2,10.7,269.2,50.4,12.7,16.1,5,3,4.9,4.7,4.7,0.2
"8/23/10 9:00 AM",2.31,65,65,65,34.92,1565,1524,1591,1577,8,8,9,9,14.4,11.1,269.2,50.4,13,15.7,5,3,4.9,4.7,4.8,-0.7
"8/23/10 8:00 AM",2.17,65,65,65,35.03,1543,1532,1533,1570,9,8,9,9,14.3,11.7,269.2,50.4,13,15.7,5.2,3,5,4.6,4.7,-0.1
"8/23/10 7:00 AM",2.1,65,65,65,35.17,1590,1576,1625,1605,9,9,9,9,15,11.2,269.2,50.4,13,15.7,5.1,3,5,4.7,4.6,-1.2
"8/23/10 6:00 AM",2.09,65,65,65,35.31,1564,1566,1591,1625,9,8,9,9,14.1,11.2,269.2,50.4,13,15.7,5.1,3,5,4.7,4.5,-1.2
"8/23/10 5:00 AM",2.02,65,65,65,35.45,1575,1601,1588,1576,9,9,10,9,14.3,11,200.4,58.1,13.8,16.8,5.2,3,5,4.7,4.6,-0.6
"8/23/10 4:00 AM",1.89,65,65,65,35.59,1546,1603,1475,1457,9,9,9,9,14,10.1,200.4,58.1,13.8,16.8,5.1,3,5,4.4,4.6,-2.9
"8/23/10 3:00 AM",1.69,65,65,65,35.73,1481,522,964,814,11,8,5,6,14,10.1,200.4,58.1,13.8,16.8,4.8,3,3.2,4.1,3.6,-3.3
"8/23/10 2:00 AM",1.61,65,65,65,35.87,1574,1550,1532,1419,9,9,10,8,15,8.2,200.4,58.1,13.8,16.8,5.1,3,4.9,5.2,5,-3.9
"8/23/10 1:00 AM",1.66,65,65,65,36.01,0,0,0,0,0,0,0,12,14.8,10.1,200.4,58.1,14,17.2,3,3,2,2,2,-4.1
"8/23/10 12:00 AM",1.92,45,45,45,36.15,1271,1117,1300,1459,13,5,7,9,14.6,9.2,200.4,58.1,14,17.2,5.2,3,3.6,4.8,4.8,-3.8
"8/22/10 11:00 PM",1.88,45,45,45,36.28,1591,1590,1545,1499,9,8,11,9,14.7,8.3,182.4,43.5,14,17.2,5.2,3,4.3,5.2,5,-3.9
"8/22/10 10:00 PM",1.85,45,45,45,36.41,990,1339,1521,1509,12,7,11,10,14.2,7.4,182.4,43.5,14,17.2,5.1,3,4.2,5.2,4.9,-3.2
"8/22/10 9:00 PM",1.77,45,45,45,36.54,1536,1188,1155,1027,7,6,6,6,19.1,7.5,182.4,43.5,14,17.2,4.6,3,4.4,5.2,4.8,-4
"8/22/10 8:00 PM",1.5,45,45,45,36.68,1603,1587,1650,1570,8,8,9,9,12.7,8.5,182.4,43.5,14,17.2,5.1,3,4.3,5.1,5,-3.7
"8/22/10 7:00 PM",1.41,45,45,45,36.81,1561,1519,1609,1563,8,8,10,9,14.4,8,182.4,43.5,13.6,18.4,5,3,4.3,5,4.9,-4
"8/22/10 6:00 PM",1.12,45,45,45,36.94,1631,1689,1660,1599,9,9,10,9,13.9,8.4,182.4,43.5,13.6,18.4,5,3,4.4,5.2,4.9,-3.9
"8/22/10 5:00 PM",0.8,45,45,45,37.07,1641,1516,1635,1576,9,8,9,9,13.8,9.3,182.4,43.5,13.6,18.4,5.2,3,4.2,5.1,4.9,-3.2
"8/22/10 4:00 PM",0.74,45,45,45,37.18,1601,1541,1578,1543,8,8,9,9,15.6,8.3,182.4,43.5,13.6,18.4,5,3,4.3,5,4.9,-3.9
"8/22/10 3:00 PM",0.69,45,45,45,37.22,1597,1564,1582,1578,8,8,9,9,13.6,7.6,182.4,43.5,13.6,18.4,5,3,4.3,5,4.9,-3.7
"8/22/10 2:00 PM",0.76,45,45,45,37.27,1658,1550,1643,1569,9,8,9,9,13.1,6.4,182.4,43.5,13.6,18.4,4.7,3,4.3,5.2,4.9,-3.9
"8/22/10 1:00 PM",0.66,45,45,45,37.32,1578,1684,1619,1545,9,9,9,9,11.3,6.8,182.4,43.5,12.6,16.3,5.1,3,4.4,5.1,4.9,-4
"8/22/10 12:00 PM",0.58,45,45,45,37.36,1590,1563,1628,1549,8,8,9,9,12.7,6.4,182.4,43.5,12.6,16.3,5,3,4.3,5.1,4.9,-3.4
"8/22/10 11:00 AM",0.68,45,45,45,37.41,1542,1529,1576,1536,8,7,9,9,10.9,7,182.4,43.5,12.6,16.3,5.4,3,4.3,5.1,4.9,-3.8
"8/22/10 10:00 AM",1.02,45,45,45,37.46,1580,1678,1576,1533,8,8,9,9,12.2,9.2,182.4,43.5,12.6,16.3,5,3,4.4,5,4.9,-4
"8/22/10 9:00 AM",1.53,45,45,45,37.51,1646,1637,1663,1591,9,8,9,9,15.7,7.5,182.4,43.5,13.4,17,5.2,3,4.3,5.2,4.9,-2.8
"8/22/10 8:00 AM",1.79,45,45,45,37.58,1575,1579,1564,1528,8,8,9,9,12.6,7.8,182.4,43.5,13.4,17,5.1,3,4.4,5.1,4.9,-3.3
"8/22/10 7:00 AM",1.76,45,45,45,37.7,1576,1633,1609,1564,8,8,9,9,13.4,7.9,182.4,43.5,13.4,17,5,3,4.2,5.1,4.9,-3.3
"8/22/10 6:00 AM",1.73,45,45,45,37.82,1585,1575,1624,1578,8,8,9,9,13.3,8,182.4,43.5,13.4,17,5.2,3,4.2,5.2,4.9,-2.9
"8/22/10 5:00 AM",1.8,45,45,45,37.93,1592,1633,1581,1582,8,8,9,9,13.5,8.7,150.6,35.8,13.4,16.8,5.1,3,4.3,5.1,4.9,-2.5
"8/22/10 4:00 AM",1.93,45,45,45,38.05,1540,1464,1549,1581,8,7,9,9,14.4,8.8,150.6,35.8,13.4,16.8,5.1,3,4.1,5.1,4.9,-2.8
"8/22/10 3:00 AM",1.92,45,45,45,38.17,1552,1350,1488,1556,9,7,8,9,15.3,9.2,150.6,35.8,13.4,16.8,5.3,3,4.1,5,4.9,-3
"8/22/10 2:00 AM",1.52,45,45,45,38.29,1584,1624,1580,1471,8,8,8,8,18.3,7.2,150.6,35.8,13.4,16.8,5.2,3,4.2,5.2,5,-3.2
"8/22/10 1:00 AM",1.23,45,45,45,38.4,1615,1545,1635,1564,7,8,9,9,12.9,6.4,150.6,35.8,13.2,17.1,4.7,3,4.2,5.3,5,0.1
"8/22/10 12:00 AM",0.96,45,45,45,38.5,1612,1525,1540,1614,9,8,9,9,11,6.7,150.6,35.8,13.2,17.1,5.2,3,4.3,5.1,4.9,-1.6
"8/21/10 11:00 PM",0.86,45,45,45,38.57,1639,1608,1637,1597,8,8,9,9,11.8,6.9,150.6,35.8,13.2,17.1,4.6,3,4.2,5.3,5,-2.7
"8/21/10 10:00 PM",0.71,45,45,45,38.64,1617,1541,1485,1475,8,8,8,8,12.6,7.7,150.6,35.8,13.2,17.1,5,3,4.2,5.2,4.9,-2.1
"8/21/10 9:00 PM",0.43,45,45,45,38.71,1569,1489,1515,1561,7,7,8,9,12.9,9,180.1,55.1,14,17.4,4,3,4.1,5.3,5.1,-3
"8/21/10 8:00 PM",0.32,45,45,45,38.78,1469,1421,1340,1220,8,6,9,7,14.2,8.8,180.1,55.1,14,17.4,4.9,3,3.9,5.1,4.5,-3.1
"8/21/10 7:00 PM",0.33,43.21,43.21,43.21,38.85,4,0,0,0,0,0,0,0,13.4,7.1,180.1,55.1,14,17.4,3,3,2,2,2,-4
"8/21/10 6:00 PM",0.71,43.21,43.21,43.21,38.92,3,0,0,0,0,0,0,0,13.4,7.1,180.1,55.1,14,17.4,3,3,2,2,2,-4
"8/21/10 5:00 PM",1.39,43.21,43.21,43.21,38.99,2,0,0,0,0,0,0,0,13.4,7.1,180.1,55.1,14,17.4,3,3,2,2,2,-4.1
"8/21/10 4:00 PM",1.63,43.21,43.21,43.21,39.08,1099,1102,1148,1068,6,6,6,7,14.4,7.4,180.1,55.1,14,17.4,5.2,3,3.9,5.1,4.8,-3.6
"8/21/10 3:00 PM",1.83,43.21,43.21,43.21,39.17,1095,1130,1114,1081,7,6,6,7,12.4,8.4,180.1,55.1,14,17.4,5.1,3,4,5.1,4.8,-3.3
"8/21/10 2:00 PM",1.9,43.21,43.21,43.21,39.26,1122,848,1104,1150,6,4,6,7,12.9,8.8,180.1,55.1,14,17.4,5.2,3,3.5,5.1,4.6,-3.3
"8/21/10 1:00 PM",2.03,45,45,45,39.36,1607,1678,1686,1654,9,9,10,9,14.3,7.8,180.1,55.1,13.6,17.2,5.1,3,4.9,5.6,4.9,-1.3
"8/21/10 12:00 PM",2.18,45,45,45,39.45,1606,1424,1541,1633,9,7,9,10,12.4,10,180.1,55.1,13.6,17.2,5.2,3,4.5,4.7,4.9,-1
"8/21/10 11:00 AM",2.21,65,65,65,39.54,1605,1701,1680,1553,9,9,10,9,13.7,8.9,200.7,51.2,13.6,17.2,5,3,5,4.8,4.9,-0.6
"8/21/10 10:00 AM",2.35,65,65,65,39.64,1605,1606,1627,1544,8,8,10,9,12.6,9.6,200.7,51.2,13.6,17.2,4.8,3,4.9,4.7,4.9,0.4
"8/21/10 9:00 AM",2.29,65,65,65,39.73,1715,1628,1594,1506,8,9,10,9,13.7,8.8,200.7,51.2,13.8,16.8,4.3,3,4.9,4.7,4.9,0.6
"8/21/10 8:00 AM",2.19,65,65,65,39.86,1546,1408,1358,1206,9,7,8,7,13.7,9.2,200.7,51.2,13.8,16.8,5.2,3,4.2,4.7,4.9,-1.1
"8/21/10 7:00 AM",2.16,65,65,65,40.01,1418,1242,1175,1227,7,6,7,8,12.6,9.9,200.7,51.2,13.8,16.8,5,3,3.9,4.3,4.7,-0.1
"8/21/10 6:00 AM",2.17,65,65,65,40.16,1553,1387,1347,1281,7,7,8,8,13,9.3,200.7,51.2,13.8,16.8,4.6,3,4.2,4.7,5,-0.3
"8/21/10 5:00 AM",2.12,65,65,65,40.31,1637,1506,1488,1467,9,7,8,9,12.9,10,200.7,51.2,14.1,17,4.9,3,4.9,4.5,4.8,1
"8/21/10 4:00 AM",2.17,65,65,65,40.46,1595,1607,1648,1588,9,9,10,9,13.7,9.4,200.7,51.2,14.1,17,5.1,3,4.9,4.7,4.9,0.9
"8/21/10 3:00 AM",2.02,65,65,65,40.61,1605,1565,1535,1449,9,8,9,8,13,9.3,200.7,51.2,14.1,17,5,3,5,4.6,4.9,1
"8/21/10 2:00 AM",2.24,65,65,65,40.76,1741,1634,1595,1479,7,8,9,9,12.8,9.5,200.7,51.2,14.1,17,3.9,3,4.8,4.7,5,1.8
"8/21/10 1:00 AM",2.24,65,65,65,40.9,1467,1457,1526,1557,7,7,9,9,12.8,9.7,200.7,51.2,13.5,16.7,5.1,3,4.8,4.5,4.9,-0.6
"8/21/10 12:00 AM",2.33,65,65,65,41.06,1612,1635,1545,1467,9,8,9,9,13.6,10.2,200.7,51.2,13.5,16.7,5.1,3,4.9,4.6,4.9,1.1
"8/20/10 11:00 PM",2.3,65,65,65,41.22,1625,1660,1661,1571,7,9,10,9,13.9,10.1,200.7,51.2,13.5,16.7,4.2,3,4.8,4.7,4.9,0.5
"8/20/10 10:00 PM",2.25,65,65,65,41.37,1595,1615,1655,1555,9,8,10,9,13,10.3,200.7,51.2,13.5,16.7,5.1,3,4.8,4.6,4.9,0
"8/20/10 9:00 PM",2.28,65,65,65,41.53,1600,1653,1684,1641,9,9,10,10,13.7,10.9,142,52,13.2,16.3,5,3,4.8,4.5,4.9,0.5
"8/20/10 8:00 PM",2.29,65,65,65,41.68,1597,1635,1651,1586,9,9,10,9,14.4,9.7,142,52,13.2,16.3,5.1,3,4.8,4.7,5,-1.3
"8/20/10 7:00 PM",2.33,65,65,65,41.84,1510,1414,1319,1178,8,7,7,7,13.8,9.2,142,52,13.2,16.3,5.1,3,5.1,4.7,4.9,-1.3
"8/20/10 6:00 PM",2.32,65,65,65,42,1563,1471,1444,1451,8,8,8,9,13,8.8,142,52,13.2,16.3,3,5.4,5.1,4.8,4.9,-0.3
"8/20/10 5:00 PM",2.09,65,65,65,42.15,1645,1482,1474,1450,8,8,9,9,12.7,9.3,142,52,14,16.7,3,5.3,5.2,5.1,4.8,-0.8
"8/20/10 4:00 PM",2.07,65,65,65,42.3,1590,1428,1355,1429,8,7,8,9,13.1,9.7,142,52,14,16.7,3,5.5,5.2,5.1,4.8,-1.3
"8/20/10 3:00 PM",2.06,65,65,65,42.44,1582,1463,1390,1392,8,8,8,8,14,10,142,52,14,16.7,3,5.3,5.2,5.1,4.8,-1
"8/20/10 2:00 PM",2.07,65,65,65,42.58,1605,1431,1393,1408,8,7,8,8,13.5,9.5,142,52,14,16.7,3,5.3,5.2,5.1,4.7,-0.8
"8/20/10 1:00 PM",2.13,65,65,65,42.72,1604,1479,1484,1512,8,8,8,9,13.3,8.7,214.3,46.3,13.4,16.5,3,5.3,5.2,5.1,4.8,-0.8
"8/20/10 12:00 PM",2.32,65,65,65,42.86,1725,1553,1509,1439,8,8,9,9,12.9,9.6,214.3,46.3,13.4,16.5,3,5.7,5.2,5.1,4.8,-0.9
"8/20/10 11:00 AM",2.45,65,65,65,43,1587,1461,1447,1449,8,7,8,9,13.8,9.8,214.3,46.3,13.4,16.5,3,5.4,5,5.1,4.8,-1.4
"8/20/10 10:00 AM",2.55,65,65,65,43.14,1622,1515,1499,1471,8,8,9,9,13.8,9.3,214.3,46.3,13.4,16.5,3,5.4,5,5.1,4.7,-0.8
"8/20/10 9:00 AM",2.55,65,65,65,43.28,1653,1445,1390,1445,7,8,9,9,13,9.2,214.3,46.3,13.6,16.6,3,4.9,5,5.2,4.8,-1.2
"8/20/10 8:00 AM",2.51,98,98,98,43.45,1500,1115,1198,1147,7,6,6,7,13.2,9,214.3,46.3,13.6,16.6,3,5.1,5.2,5.2,4.7,-1.5
"8/20/10 7:00 AM",2.53,65,65,65,43.61,1456,1461,1395,1337,8,8,8,8,13.6,10.1,214.3,46.3,13.6,16.6,5.2,3,5.1,5.2,4.8,-1
"8/20/10 6:00 AM",2.46,65,65,65,43.78,1459,1432,1398,1346,7,7,8,8,13.8,10.4,214.3,46.3,13.6,16.6,5,3,5.3,5.2,4.7,-1.1
"8/20/10 5:00 AM",2.66,65,65,65,43.94,1597,1415,1414,1411,7,7,8,9,14.1,10.1,214.3,46.3,13.5,16.5,4.2,3,5.2,5.1,4.8,-1.1
"8/20/10 4:00 AM",2.76,65,65,65,44.11,1578,1581,1580,1500,9,9,9,9,14.8,10.2,214.3,46.3,13.5,16.5,5.1,3,5.2,5.3,4.8,-1.1
"8/20/10 3:00 AM",2.71,65,65,65,44.27,1580,1570,1573,1495,9,8,9,9,14.2,10.4,214.3,46.3,13.5,16.5,5.1,3,5.2,5.2,4.8,-1.3
"8/20/10 2:00 AM",2.7,65,65,65,44.44,1576,1564,1440,1507,8,8,8,9,13.9,10,214.3,46.3,13.5,16.5,4.9,3,5.3,5,4.8,2.2
"8/20/10 1:00 AM",2.43,65,65,65,44.6,1596,1605,1615,1514,8,9,9,9,13.5,10,214.3,46.3,13.3,16.3,4.8,3,5.2,5.1,4.8,2.2
"8/20/10 12:00 AM",2.42,65,65,65,44.76,1580,1372,1474,1493,7,7,8,9,13,10.4,214.3,46.3,13.3,16.3,4.4,3,5,5,4.8,1.5
"8/19/10 11:00 PM",2.45,65,65,65,44.92,1560,1389,1479,1566,8,8,9,9,13.6,8,203.7,42.5,13.3,16.3,4.8,3,5.1,5.1,4.8,1.4
"8/19/10 10:00 PM",2.5,65,65,65,45.07,1544,1492,1439,1310,8,8,8,8,12.5,9,203.7,42.5,13.3,16.3,4.9,3,5.2,5.2,4.8,1.9
"8/19/10 9:00 PM",2.47,65,65,65,45.23,1606,1519,1511,1474,8,8,9,9,13,9.3,203.7,42.5,13.2,16.2,4.9,3,5.1,5.1,4.8,1.4
